Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
23896,23896,1,92818,0,730.0,531563.0,0,2,5,4518.39,18.0,14,0,76380,143572.0,0.0,0.0
23897,23897,0,518232,1,713.0,973769.0,10,1,0,21017.23,10.0,9,0,329593,700238.0,0.0,0.0
4524,4524,0,100166,0,707.0,288344.0,0,0,0,6391.41,13.0,5,1,53808,80168.0,1.0,0.0
23898,23898,0,517704,0,725.0,1255634.0,10,0,2,25949.63,17.0,17,1,341354,1155682.0,0.0,0.0
23899,23899,1,155518,0,7000.0,927998.0,4,1,0,10671.92,9.0,8,0,90288,198000.0,0.0,0.0
23900,23900,0,222926,0,701.0,962635.0,4,2,3,1211.44,12.0,3,0,49875,93610.0,0.0,0.0
23901,23901,0,120362,0,725.0,558220.0,4,1,0,3595.94,9.0,8,0,101213,294448.0,0.0,0.0
23902,23902,0,275484,0,737.0,1057445.0,8,0,0,11279.35,23.0,7,1,165300,356444.0,1.0,0.0
23903,23903,0,397232,0,709.0,992655.0,7,1,3,24154.51,28.0,12,1,208943,372196.0,1.0,0.0
23904,23904,0,404624,0,691.0,1458003.0,10,1,0,23571.21,12.0,22,0,295697,573518.0,0.0,0.0
23905,23905,0,374066,0,742.0,1240320.0,4,1,0,24909.95,13.0,15,0,273315,659296.0,0.0,0.0
23906,23906,0,206448,0,742.0,2158343.0,9,0,2,40109.19,19.0,18,0,344071,1076790.0,0.0,0.0
23907,23907,0,465740,0,737.0,1934542.0,1,0,0,34821.87,20.0,17,0,625233,1537074.0,0.0,0.0
23908,23908,0,312026,0,713.0,673721.0,10,0,0,9319.69,21.0,11,0,112214,580096.0,0.0,0.0
23909,23909,1,594902,1,635.0,1583023.0,4,1,0,19919.6,5.0,7,0,92853,227766.0,0.0,0.0
23910,23910,1,397826,0,744.0,1450650.0,1,1,0,16682.38,13.0,10,0,522462,1374890.0,0.0,0.0
23911,23911,0,99506,0,744.0,1133160.0,4,1,0,18130.56,19.0,27,0,385073,2008402.0,0.0,0.0
23912,23912,0,237116,0,703.0,886578.0,5,1,4,2467.53,8.0,6,0,81339,216502.0,0.0,0.0
2341,2341,0,433092,1,700.0,1103406.0,10,1,0,17654.42,22.0,11,0,432744,792814.0,0.0,0.0
23913,23913,1,140888,0,694.0,1187633.0,7,1,0,18705.12,15.0,7,0,61940,96910.0,0.0,0.0
23914,23914,0,606430,1,669.0,1708252.0,10,0,0,32171.94,22.0,11,0,301663,478500.0,0.0,0.0
23915,23915,1,617364,1,604.0,2665852.0,0,1,1,14995.37,19.0,8,0,9538,306856.0,0.0,0.0
23916,23916,0,122716,0,735.0,706553.0,2,1,0,7595.44,32.0,7,0,170829,407000.0,0.0,0.0
23917,23917,0,533060,1,707.0,1534592.0,4,2,1,35934.89,39.0,21,0,80408,159984.0,0.0,0.0
23918,23918,0,232892,0,703.0,1025031.0,10,0,0,16314.92,17.0,12,0,179113,237292.0,0.0,0.0
23919,23919,1,223674,0,7380.0,1352211.0,10,0,2,10896.5,18.0,11,1,114019,227986.0,1.0,0.0
23920,23920,0,43362,0,724.0,1348031.0,5,1,1,19546.44,23.0,7,0,64828,573078.0,0.0,0.0
23921,23921,1,422708,1,634.0,1017488.0,9,1,0,17975.52,17.0,8,0,306869,431750.0,0.0,0.0
23922,23922,0,263120,0,728.0,946865.0,9,0,0,15938.91,7.0,8,1,188974,295680.0,1.0,0.0
22591,22591,0,492646,0,665.0,1614525.0,0,1,3,32424.83,8.0,7,0,48146,72600.0,0.0,0.0
23923,23923,0,552926,1,681.0,1461195.0,10,0,0,18021.5,14.0,21,0,703456,2250094.0,0.0,0.0
23924,23924,0,44616,0,712.0,847780.0,10,1,1,19640.3,15.0,9,0,37240,55792.0,0.0,0.0
7562,7562,0,385968,0,718.0,749892.0,10,1,0,11248.19,17.0,10,0,378271,547492.0,0.0,0.0
19293,19293,0,266288,1,717.0,1629060.0,10,0,2,34481.58,16.0,17,0,277115,869550.0,0.0,0.0
23925,23925,1,125752,0,658.0,3414528.0,8,2,6,28.0,7.0,4,0,38,43934.0,0.0,0.0
23926,23926,1,131868,0,696.0,274094.0,3,1,0,6395.4,7.0,9,0,130245,452870.0,0.0,0.0
23927,23927,0,430804,0,723.0,1354282.0,3,1,3,8656.21,23.0,8,0,167219,845526.0,0.0,0.0
23928,23928,0,457248,0,730.0,1579565.0,5,0,0,24127.72,18.0,13,0,341582,646250.0,0.0,0.0
23929,23929,0,447832,1,627.0,1450365.0,10,0,1,9052.74,18.0,8,0,106856,170192.0,0.0,0.0
23930,23930,0,179806,0,735.0,585827.0,7,1,0,4852.6,15.0,7,0,56107,182006.0,0.0,0.0
23931,23931,0,197714,0,726.0,1517872.0,3,0,0,9752.32,20.0,12,0,252035,507562.0,0.0,0.0
17879,17879,0,261514,0,720.0,1204486.0,6,1,0,24792.53,18.0,13,0,225321,361878.0,0.0,0.0
23932,23932,0,666600,0,677.0,4317750.0,4,1,0,43897.22,17.0,6,0,1063848,1304908.0,0.0,0.0
3425,3425,0,336666,0,705.0,1066109.0,2,1,0,19456.57,14.0,19,0,441427,632566.0,0.0,0.0
23933,23933,0,283536,1,715.0,608608.0,10,2,0,15063.01,22.0,8,0,257488,508750.0,0.0,0.0
23934,23934,0,389554,0,743.0,1509246.0,10,0,0,15344.02,26.0,10,0,287109,517022.0,0.0,0.0
23935,23935,0,145794,0,745.0,619856.0,4,2,0,1761.3,14.0,5,0,99161,316294.0,0.0,0.0
23936,23936,0,461362,0,692.0,1479929.0,3,1,0,31325.11,9.0,17,0,331740,918918.0,0.0,0.0
23937,23937,0,280500,0,719.0,1938000.0,8,0,0,16311.5,11.0,14,0,236930,743446.0,0.0,0.0
23640,23640,0,107360,0,724.0,1357417.0,8,0,2,21945.0,12.0,14,0,154622,421256.0,0.0,0.0
23938,23938,0,283118,0,720.0,981730.0,10,0,0,13907.81,21.0,9,0,87837,375298.0,0.0,0.0
23939,23939,1,712228,1,6900.0,1393612.0,9,2,0,28453.07,18.0,11,0,522386,1634776.0,0.0,0.0
23940,23940,0,346500,0,746.0,1402770.0,2,1,0,22561.17,29.0,19,0,293417,1121296.0,0.0,0.0
23941,23941,0,530266,0,750.0,1621954.0,3,0,0,21761.08,15.0,17,0,525920,1151128.0,0.0,0.0
23942,23942,0,756074,0,744.0,2611854.0,10,2,0,23724.35,15.0,14,0,1305680,3079120.0,0.0,0.0
23943,23943,0,360316,1,674.0,1618154.0,8,1,0,12446.14,15.0,23,0,291422,765138.0,0.0,0.0
23944,23944,0,218394,0,714.0,1697517.0,10,1,0,17244.02,16.0,12,1,323152,499554.0,0.0,0.0
23945,23945,0,438900,0,722.0,796005.0,2,1,0,13200.44,18.0,7,0,389728,465212.0,0.0,0.0
23946,23946,0,218108,0,719.0,513570.0,2,1,0,4878.82,11.0,16,0,90155,314424.0,0.0,0.0
23947,23947,0,331034,0,748.0,1238914.0,9,0,1,0.0,13.0,4,0,0,0.0,0.0,0.0
23948,23948,0,560010,0,738.0,2321496.0,2,1,0,22441.09,14.0,18,0,698782,1024210.0,0.0,0.0
23949,23949,0,382932,0,702.0,1167246.0,7,1,0,14104.27,15.0,12,0,238849,407924.0,0.0,0.0
23950,23950,0,773168,0,722.0,2136721.0,9,0,4,20120.81,18.0,12,0,388778,1016158.0,0.0,0.0
23951,23951,0,152108,0,690.0,750652.0,4,1,0,6318.07,11.0,10,0,198930,386452.0,0.0,0.0
23952,23952,0,620488,1,598.0,2731250.0,10,0,0,35051.01,14.0,7,0,141987,233508.0,0.0,0.0
23953,23953,0,643500,1,712.0,1158810.0,10,0,0,24914.51,18.0,11,0,844873,2198350.0,0.0,0.0
23954,23954,0,110814,0,746.0,1626951.0,10,1,0,32539.02,26.0,15,1,379183,591712.0,0.0,1.0
23955,23955,0,260744,0,743.0,1313641.0,1,1,0,8199.45,12.0,5,1,22420,174262.0,1.0,0.0
23956,23956,0,603196,1,683.0,1972105.0,10,0,0,36977.04,19.0,15,0,505229,784190.0,0.0,0.0
23957,23957,0,267938,0,732.0,761824.0,10,0,0,8951.47,16.0,9,1,320131,542740.0,1.0,0.0
23958,23958,0,336864,1,651.0,930962.0,8,0,0,11171.62,16.0,11,0,98420,267498.0,0.0,0.0
23959,23959,1,64570,0,736.0,799273.0,5,1,6,19115.9,14.0,10,0,80104,185152.0,0.0,0.0
23960,23960,0,223410,0,750.0,1061207.0,5,1,0,10169.75,31.9,13,1,82631,594308.0,1.0,0.0
23961,23961,0,269896,0,740.0,874076.0,2,0,0,23089.94,8.0,12,0,76646,845218.0,0.0,0.0
23962,23962,1,176286,0,694.0,494798.0,6,1,0,6968.44,10.0,9,0,124602,330176.0,0.0,0.0
23963,23963,0,671682,0,713.0,2707082.0,2,1,0,25175.95,17.0,10,0,58501,744260.0,0.0,0.0
23964,23964,0,65450,0,747.0,565155.0,2,0,0,2957.73,9.0,5,0,28576,315150.0,0.0,0.0
23965,23965,0,196680,0,706.0,409602.0,5,1,0,12083.24,17.0,9,2,120118,274340.0,2.0,0.0
23966,23966,0,314864,0,712.0,971185.0,2,2,7,19666.52,19.0,16,0,399475,1106556.0,0.0,0.0
23967,23967,0,563530,1,693.0,1401649.0,7,0,0,25463.42,16.0,14,0,742843,1021526.0,0.0,0.0
23968,23968,0,178530,0,733.0,1715358.0,10,0,0,17296.46,28.0,10,1,150233,359414.0,1.0,0.0
23969,23969,0,197714,0,714.0,1802473.0,10,0,0,11175.42,25.0,10,0,376504,586762.0,0.0,0.0
23970,23970,0,536910,1,678.0,1669302.0,10,0,0,30979.5,13.0,17,0,301587,797258.0,0.0,0.0
23971,23971,1,218306,0,730.0,904970.0,10,2,1,8220.16,14.0,4,0,145958,174592.0,0.0,0.0
23972,23972,1,72050,1,675.0,773148.0,3,1,1,7164.52,15.0,14,0,18829,63404.0,0.0,0.0
15646,15646,0,529958,1,673.0,1144218.0,10,0,0,16400.42,27.0,10,0,764009,1165538.0,0.0,0.0
23973,23973,1,259072,0,7260.0,708491.0,0,1,0,8797.19,14.0,11,0,173071,326942.0,0.0,0.0
23974,23974,0,558030,1,663.0,1542192.0,5,1,4,10319.85,7.0,5,0,147307,254540.0,0.0,0.0
23975,23975,0,328262,0,743.0,2116714.0,10,0,0,2187.28,24.0,6,0,87647,146652.0,0.0,0.0
23976,23976,0,637032,0,718.0,1312672.0,10,0,1,16736.53,14.0,9,0,379373,650804.0,0.0,0.0
23977,23977,0,135058,0,732.0,466526.0,5,2,5,7853.27,8.0,8,0,98686,224950.0,0.0,0.0
23718,23718,0,782012,1,722.0,2990942.0,10,0,0,48602.76,21.0,17,0,1271632,2359654.0,0.0,0.0
23978,23978,0,154330,0,744.0,2094598.0,10,0,0,12288.25,24.0,6,0,250572,447744.0,0.0,0.0
23979,23979,0,260546,0,719.0,1500088.0,10,1,0,22876.38,23.0,8,0,402952,636548.0,0.0,0.0
23980,23980,1,752840,0,7450.0,3715260.0,10,0,0,43963.91,14.0,9,0,35891,848100.0,0.0,0.0
23981,23981,0,755062,1,653.0,2235768.0,6,0,0,40057.51,18.0,41,0,1334180,3456002.0,0.0,0.0
23982,23982,0,455532,1,715.0,2810100.0,2,1,0,27632.65,16.0,14,0,610926,1230262.0,0.0,0.0
23983,23983,0,257642,0,728.0,1001281.0,9,0,0,12682.88,10.0,10,1,250629,569030.0,1.0,0.0
23984,23984,0,397584,0,743.0,915648.0,2,2,0,10453.61,23.0,8,0,352260,567292.0,0.0,0.0
23985,23985,0,166760,0,724.0,1190597.0,9,1,0,21033.95,14.0,9,0,140600,371712.0,0.0,0.0
0,0,0,445412,0,709.0,1167493.0,8,0,2,5214.74,17.0,6,1,228190,416746.0,1.0,0.0
23986,23986,0,244024,0,740.0,689738.0,6,1,0,10288.69,15.0,11,0,112689,288684.0,0.0,0.0
6432,6432,0,444752,1,662.0,1632442.0,10,0,0,27751.59,16.0,13,0,274835,724878.0,0.0,0.0
23987,23987,1,755150,0,7030.0,2235996.0,10,0,0,33167.35,31.6,17,1,388246,966768.0,1.0,0.0
23988,23988,1,429088,0,7360.0,835392.0,7,1,0,12182.61,17.0,9,0,125077,157410.0,0.0,0.0
23989,23989,0,65934,0,699.0,569487.0,3,1,0,3625.77,21.0,4,0,26391,32956.0,0.0,0.0
23990,23990,0,710402,1,721.0,2396622.0,10,0,0,51726.93,13.0,13,0,250895,672496.0,0.0,0.0
18661,18661,0,217690,0,721.0,1034037.0,8,0,2,27057.14,31.9,9,1,152646,326678.0,0.0,0.0
23991,23991,0,172678,0,747.0,1920007.0,6,0,0,29920.06,17.0,9,0,98743,285098.0,0.0,0.0
23992,23992,0,143968,0,743.0,1083665.0,2,0,0,0.0,17.0,2,0,0,0.0,0.0,0.0
23993,23993,1,452980,1,6250.0,887319.0,3,1,0,8725.37,12.0,15,0,239609,343376.0,0.0,0.0
23994,23994,1,279444,1,625.0,1262550.0,9,1,0,40927.33,12.0,15,0,434226,602866.0,0.0,0.0
23995,23995,0,306768,1,704.0,567720.0,10,2,0,9310.57,25.0,16,0,311600,784366.0,0.0,0.0
23996,23996,0,223696,0,718.0,1207450.0,7,0,0,8502.31,10.0,6,0,176168,355388.0,0.0,0.0
23997,23997,1,442684,1,731.0,1146954.0,10,0,0,7091.94,22.0,4,0,236398,409772.0,0.0,0.0
23998,23998,0,227700,1,739.0,515033.0,0,2,0,5064.45,5.0,4,0,40641,156332.0,0.0,0.0
16270,16270,0,420882,1,678.0,1135896.0,3,0,0,15050.66,19.0,11,0,380874,591954.0,0.0,0.0
23999,23999,0,131846,0,738.0,1810605.0,4,0,1,36212.1,22.0,13,0,575491,847792.0,0.0,0.0
16474,16474,0,85954,0,712.0,1020661.0,3,0,3,6566.21,16.0,5,0,26182,62238.0,0.0,0.0
24000,24000,0,217998,0,735.0,1734719.0,10,0,0,33104.08,29.0,8,0,448628,584320.0,0.0,0.0
24001,24001,0,377740,0,725.0,959500.0,8,0,0,10954.26,24.0,6,0,270294,379808.0,0.0,0.0
24002,24002,0,60170,0,723.0,1360609.0,0,0,0,26645.41,16.0,9,0,676267,919050.0,0.0,0.0
24003,24003,1,374792,0,737.0,894881.0,0,0,0,18792.33,10.0,18,0,289921,1182038.0,0.0,0.0
24004,24004,0,203038,0,699.0,1152996.0,10,0,0,19312.74,18.0,13,0,86583,334202.0,0.0,0.0
24005,24005,0,348788,1,697.0,1506168.0,7,0,2,19831.06,19.0,7,0,181773,316030.0,0.0,0.0
24006,24006,1,562936,0,737.0,4278230.0,8,1,16,62426.59,28.0,9,0,639559,982146.0,0.0,0.0
24007,24007,0,190850,0,746.0,842859.0,1,1,0,20649.96,16.0,15,0,412775,611974.0,0.0,0.0
24008,24008,0,109274,0,746.0,1132362.0,9,0,9,20986.45,19.0,17,0,23047,179080.0,0.0,0.0
24009,24009,0,217294,0,748.0,1261125.0,4,1,3,10131.18,12.0,19,0,14972,275242.0,0.0,0.0
24010,24010,0,349668,0,737.0,1302355.0,4,1,0,23225.22,12.0,7,0,266741,843854.0,0.0,0.0
24011,24011,0,616484,1,721.0,1711368.0,10,0,0,34227.36,25.0,8,0,545357,885632.0,0.0,0.0
24012,24012,1,187924,0,732.0,1353351.0,10,0,0,18383.07,37.4,11,0,437608,603240.0,0.0,0.0
24013,24013,0,173558,0,687.0,1798654.0,5,2,5,14629.05,15.0,13,0,70870,371360.0,0.0,0.0
24014,24014,0,67188,0,735.0,1044373.0,5,0,1,1792.84,37.9,11,0,46436,532356.0,0.0,0.0
24015,24015,0,22220,0,745.0,1438547.0,0,0,2,23616.05,18.0,9,0,14611,393558.0,0.0,0.0
7109,7109,0,56056,0,634.0,1065178.0,1,1,4,10740.32,13.0,11,0,374471,544720.0,0.0,0.0
24016,24016,0,607926,1,684.0,1912616.0,6,1,0,23748.29,21.0,10,0,96805,737484.0,0.0,0.0
9654,9654,0,307978,0,687.0,1343908.0,6,0,0,20158.43,13.0,10,1,12483,258192.0,1.0,0.0
11189,11189,0,470272,1,694.0,1096775.0,4,1,0,21250.17,17.0,13,0,722570,980848.0,0.0,0.0
24017,24017,0,224334,0,732.0,968715.0,0,1,0,15418.69,13.0,12,1,186770,475288.0,0.0,1.0
24018,24018,0,533962,0,741.0,2305764.0,8,0,0,35931.47,18.0,9,0,546535,656458.0,0.0,0.0
24019,24019,0,775324,1,694.0,2200086.0,2,0,0,8488.63,12.0,16,0,341183,1474088.0,0.0,0.0
24020,24020,0,392018,0,737.0,768360.0,10,1,0,11717.49,16.0,10,0,207252,366916.0,0.0,0.0
24021,24021,0,121088,0,730.0,855608.0,9,1,0,14473.82,15.0,10,0,249660,425128.0,0.0,0.0
24022,24022,0,404470,0,676.0,1207526.0,10,2,0,27068.92,16.0,13,1,108756,359788.0,1.0,0.0
24023,24023,1,437008,1,6570.0,830319.0,1,1,0,16813.86,11.0,9,0,173489,240592.0,0.0,0.0
24024,24024,0,194942,0,730.0,692170.0,2,1,0,12401.49,9.0,8,0,108699,231770.0,0.0,0.0
24025,24025,1,310992,1,725.0,708795.0,5,1,0,10572.74,28.0,10,1,102296,190124.0,1.0,0.0
24026,24026,1,228382,1,691.0,807766.0,10,1,0,10231.88,13.0,14,0,164749,508706.0,0.0,0.0
24027,24027,0,433840,0,722.0,1124040.0,0,1,0,20045.38,15.0,12,0,456209,793166.0,0.0,0.0
24028,24028,0,130768,0,741.0,3199638.0,10,0,0,17304.82,27.0,16,0,23617,2486418.0,0.0,0.0
9229,9229,0,69630,0,718.0,451079.0,5,1,0,3458.19,8.0,7,0,71041,134860.0,0.0,0.0
24029,24029,1,354486,0,716.0,2410625.0,1,0,0,16914.56,12.0,21,1,235657,649682.0,0.0,0.0
24030,24030,0,223454,1,696.0,926326.0,6,0,0,4014.13,25.0,9,0,86431,272712.0,0.0,0.0
24031,24031,0,329868,0,708.0,1329468.0,9,1,0,18169.51,15.0,6,0,403807,662288.0,0.0,0.0
15470,15470,0,344322,0,706.0,1672722.0,10,1,0,22721.15,24.0,16,0,393794,630674.0,0.0,0.0
24032,24032,0,390148,0,742.0,1636964.0,3,0,0,31784.34,19.0,22,1,456513,959332.0,1.0,0.0
24033,24033,0,370590,1,735.0,1152597.0,2,0,0,22456.48,12.0,8,0,43814,409156.0,0.0,0.0
24034,24034,0,154242,0,726.0,1712736.0,3,1,0,8321.05,27.0,6,0,153976,489808.0,0.0,0.0
16821,16821,0,152768,0,725.0,782192.0,0,1,0,13753.53,9.0,14,0,157586,346896.0,0.0,0.0
10861,10861,0,242528,0,718.0,1142508.0,1,1,0,11329.89,8.0,12,0,140505,650782.0,0.0,0.0
24035,24035,0,204116,0,724.0,659889.0,3,1,0,10723.03,17.0,14,0,291536,399476.0,0.0,0.0
24036,24036,0,359106,0,724.0,1938380.0,2,0,6,1469.84,19.0,11,0,0,0.0,0.0,0.0
24037,24037,0,420750,0,741.0,1887669.0,0,1,0,36495.01,20.0,24,0,1268744,1554564.0,0.0,0.0
24038,24038,0,515064,1,735.0,1130614.0,10,1,0,26945.99,13.0,17,0,161576,634238.0,0.0,0.0
24039,24039,0,270094,0,717.0,1428135.0,10,0,0,28443.76,19.0,16,0,489668,846230.0,0.0,0.0
24040,24040,1,268752,0,6990.0,773680.0,2,1,0,14055.25,14.0,11,0,203186,293370.0,0.0,0.0
24041,24041,0,675180,1,700.0,1554960.0,7,0,0,26175.16,16.0,17,0,392122,655182.0,0.0,0.0
24042,24042,0,400356,1,741.0,825987.0,1,0,0,7550.79,15.0,5,0,217379,411290.0,0.0,0.0
24043,24043,0,535282,1,703.0,2696708.0,4,1,0,49664.29,22.0,24,0,387695,722876.0,0.0,0.0
24044,24044,1,222332,0,697.0,672049.0,7,1,0,4530.74,17.0,7,0,169632,220198.0,0.0,0.0
24045,24045,0,264396,0,740.0,1484223.0,4,0,2,13605.33,9.0,7,0,24548,97020.0,0.0,0.0
24046,24046,0,337722,1,706.0,1808344.0,10,0,0,14647.67,26.0,5,0,139327,292776.0,0.0,0.0
24047,24047,0,538868,0,748.0,2520882.0,4,0,0,50627.59,14.0,21,0,117458,1837814.0,0.0,0.0
24048,24048,0,133936,0,730.0,963965.0,3,0,0,2425.92,20.0,5,1,56620,85140.0,1.0,0.0
24049,24049,0,131692,0,714.0,663404.0,1,0,0,12283.88,12.0,7,0,71934,98802.0,0.0,0.0
11048,11048,0,43978,0,722.0,1899050.0,3,1,8,21839.17,10.0,6,0,550430,802692.0,0.0,0.0
24050,24050,0,280126,1,707.0,1886320.0,10,0,0,13282.9,13.0,6,1,56696,111474.0,1.0,0.0
24051,24051,0,324896,0,691.0,2338938.0,2,1,4,21050.48,23.0,12,0,77596,331518.0,0.0,0.0
24052,24052,0,403590,0,741.0,964288.0,0,0,0,19285.76,12.0,13,0,148086,338866.0,0.0,0.0
24053,24053,0,328196,1,705.0,801382.0,2,1,8,10083.87,13.0,7,0,88863,242682.0,0.0,0.0
24054,24054,1,328086,1,718.0,944490.0,7,1,0,5800.7,10.0,8,1,151411,367532.0,1.0,0.0
24055,24055,1,138798,0,625.0,1119366.0,5,1,4,20988.16,11.0,11,0,50331,88572.0,0.0,0.0
24056,24056,1,182952,0,724.0,529815.0,5,0,0,12274.19,26.0,10,1,170753,313830.0,1.0,0.0
24057,24057,1,550066,1,719.0,1063183.0,10,0,0,11872.34,18.0,4,0,488186,749716.0,0.0,0.0
24058,24058,1,710270,1,720.0,1262797.0,10,0,0,26623.75,25.0,12,0,709783,2883694.0,0.0,0.0
24059,24059,1,237028,0,751.0,2211068.0,10,0,0,25243.02,19.0,12,0,58064,331210.0,0.0,0.0
1914,1914,0,713020,1,700.0,2501616.0,10,0,0,16281.29,16.0,8,0,797240,1053800.0,0.0,0.0
22485,22485,0,752532,0,715.0,3825156.0,1,0,4,25756.02,15.0,9,0,710790,1219306.0,0.0,0.0
24060,24060,0,260040,1,706.0,499605.0,6,0,0,12115.35,32.6,11,0,174135,437382.0,0.0,0.0
24061,24061,0,437228,0,740.0,3134126.0,1,0,0,30296.64,23.0,15,0,635512,1014992.0,0.0,0.0
24062,24062,0,203940,0,739.0,1277446.0,6,0,1,19704.71,16.0,11,1,192527,653730.0,1.0,0.0
24063,24063,1,313940,1,7360.0,1646179.0,5,0,0,26475.74,14.0,11,0,341202,828256.0,0.0,0.0
24064,24064,0,468182,0,746.0,2888190.0,7,0,0,53912.88,16.0,17,0,959557,1556104.0,0.0,0.0
24065,24065,0,433972,0,731.0,1030693.0,5,0,0,12368.24,15.0,11,0,238260,483978.0,0.0,0.0
24066,24066,0,304612,0,723.0,1525016.0,0,1,0,37490.04,20.0,14,1,127775,432608.0,1.0,0.0
23155,23155,0,282216,1,713.0,837843.0,7,1,0,19270.37,17.0,10,0,139612,194062.0,0.0,0.0
24067,24067,0,432388,0,745.0,1605728.0,10,0,0,25825.56,10.0,11,0,282245,620158.0,0.0,0.0
24068,24068,0,460482,0,734.0,1799053.0,10,0,0,35681.05,16.0,14,0,374224,559108.0,0.0,0.0
24069,24069,1,598400,1,719.0,1836673.0,3,1,0,36427.56,21.0,14,0,969551,1158564.0,0.0,0.0
24070,24070,1,174944,0,7340.0,472150.0,0,1,0,10584.14,13.0,18,1,119510,240658.0,1.0,0.0
24071,24071,0,86812,0,746.0,433808.0,4,1,0,10845.2,11.0,7,0,98971,176836.0,0.0,0.0
24072,24072,1,287738,0,750.0,783750.0,5,1,0,3004.47,11.0,8,0,170012,1270082.0,0.0,0.0
24073,24073,1,775632,0,7270.0,3578935.0,0,0,0,41157.8,26.0,15,0,911392,1081234.0,0.0,0.0
24074,24074,0,109802,0,706.0,1327606.0,10,1,0,28543.51,20.0,17,0,338713,742786.0,0.0,0.0
24075,24075,1,64504,0,682.0,445607.0,3,1,1,4920.24,10.0,2,0,73321,86020.0,0.0,0.0
24076,24076,0,441100,0,717.0,1123812.0,0,1,0,20790.37,13.0,17,0,339435,469546.0,0.0,0.0
9777,9777,0,239976,1,697.0,1654083.0,7,0,0,17230.15,10.0,9,0,62928,142318.0,0.0,0.0
24077,24077,0,425788,1,722.0,1053360.0,3,1,0,19399.38,10.0,13,1,225777,562232.0,1.0,0.0
24078,24078,1,94226,1,641.0,1162458.0,5,1,0,4649.87,10.0,8,0,375991,1422762.0,0.0,0.0
24079,24079,0,674982,1,655.0,1651670.0,10,0,0,33996.7,17.0,18,0,989026,2089758.0,0.0,0.0
24080,24080,1,217844,1,656.0,1900190.0,10,0,0,46871.29,14.0,14,0,251370,466444.0,0.0,0.0
24081,24081,0,434566,1,652.0,1081613.0,10,0,0,23795.41,15.0,8,0,206435,258698.0,0.0,0.0
24082,24082,0,446974,0,732.0,1159494.0,1,0,0,17295.7,14.0,9,0,413402,646844.0,0.0,0.0
24083,24083,0,261536,0,748.0,2635338.0,4,0,1,35467.3,18.0,9,0,2139666,3539294.0,0.0,0.0
9081,9081,0,757834,1,711.0,1832588.0,10,0,0,30237.55,23.0,17,0,734977,1402016.0,0.0,0.0
24084,24084,0,36036,0,745.0,1458630.0,0,0,1,3294.22,22.0,13,0,101650,1509090.0,0.0,0.0
24085,24085,1,132814,0,724.0,1510310.0,10,1,0,7803.3,13.0,8,0,110979,205942.0,0.0,0.0
16642,16642,0,777172,1,653.0,3221678.0,10,1,0,25558.8,33.7,20,0,574389,1140788.0,0.0,0.0
24086,24086,0,219010,0,703.0,1404404.0,7,0,0,16267.61,30.0,14,0,205751,426954.0,0.0,0.0
24087,24087,0,386584,0,738.0,929518.0,7,0,0,27033.2,28.0,23,0,614422,1370776.0,0.0,0.0
24088,24088,0,670824,1,690.0,1222422.0,10,0,2,1528.17,16.0,11,0,39767,1122968.0,0.0,0.0
24089,24089,0,282172,0,743.0,957505.0,4,1,0,7125.38,20.0,10,1,273524,607904.0,1.0,0.0
24090,24090,0,222728,0,737.0,1384967.0,10,1,0,5966.95,17.0,9,0,215821,425722.0,0.0,0.0
24091,24091,1,597982,1,687.0,2104003.0,1,1,0,27176.65,18.0,6,0,21831,55418.0,0.0,0.0
24092,24092,0,772552,0,726.0,2001593.0,10,2,0,23018.12,30.2,7,0,136781,286902.0,0.0,0.0
7236,7236,0,250888,0,725.0,958740.0,4,1,0,20772.7,16.0,20,0,112651,144298.0,0.0,0.0
24093,24093,0,60192,0,698.0,731671.0,3,1,0,2176.64,8.0,2,0,51889,66902.0,0.0,0.0
19179,19179,0,69476,0,707.0,1331197.0,5,1,0,30173.71,12.0,18,0,24605,256608.0,0.0,0.0
24094,24094,1,781792,1,654.0,1736163.0,5,1,0,11473.15,14.0,9,0,328263,462418.0,0.0,0.0
24095,24095,1,388432,0,718.0,1725219.0,10,0,2,33929.25,28.0,18,0,338371,653004.0,0.0,0.0
24096,24096,0,359876,1,620.0,1126776.0,10,0,2,18122.39,13.0,9,1,125077,428450.0,1.0,0.0
24097,24097,0,526636,0,733.0,2027718.0,6,0,0,44271.9,20.0,15,0,674690,1150556.0,0.0,0.0
24098,24098,0,502744,0,747.0,1938380.0,8,0,0,35698.53,15.0,11,0,351975,842050.0,0.0,0.0
24099,24099,0,87780,0,722.0,837615.0,8,0,0,6840.57,18.0,13,0,148067,186560.0,0.0,0.0
24100,24100,1,355828,1,654.0,1017982.0,9,1,0,16796.57,12.0,9,0,81890,113432.0,0.0,0.0
24101,24101,0,239646,0,744.0,1091303.0,7,1,0,17188.16,10.0,6,0,181982,553080.0,0.0,0.0
24102,24102,0,415580,0,733.0,2315568.0,5,0,0,13739.09,11.0,5,0,294253,368720.0,0.0,0.0
24103,24103,0,327668,0,707.0,2509064.0,3,0,0,2885.34,17.0,6,0,120289,253242.0,0.0,0.0
